,title,industry,region
209,Procurement of 0675-224JOC103135 All digital cardiovascular flat panel angiography system(1),Medical equipment & medicine,江苏省
210,Procurement of 0675-224JOC103104 Animal CT(1),Medical equipment & medicine,江苏省
211,Procurement of 0675-224JOC103343 CT(1),Medical equipment & medicine,江苏省
212,Procurement of 0675-214JOC103910/02 Analytical flow cytometry(1),Apparatus and Meter,江苏省
213,Procurement of 0675-224JOC103485 Color Doppler ultrasound(1),Medical equipment & medicine,江苏省
214,Procurement of 0675-214JOC103864/02 X-ray computed tomography equipment(1),Electronic & communications,江苏省
215,Procurement of 0675-214JOC103910/01 High grade color Doppler ultrasound diagnostic instrument(1),Medical equipment & medicine,江苏省
216,Procurement of 0675-214JOC103864/01 Continuous blood purification equipment(1),Machining,江苏省
217,Procurement of 0675-214JOC103791 Whole body dual energy X-ray absorptiometry(1),Medical equipment & medicine,江苏省
218,Procurement of 0675-214JOC103708/03 Rear mounted therapeutic machine(1),,江苏省
219,Procurement of 0675-214JOC103708/01 Color Doppler ultrasound diagnosis system 1(1),Medical equipment & medicine,江苏省
220,Procurement of 0675-214JOC103708/02 Color Doppler ultrasound diagnosis system 2(1),Medical equipment & medicine,江苏省
221,Procurement of 0675-214JOC103678 HPLC(2),Apparatus and Meter,江苏省
222,Procurement of 0675-214JOC103519 Color Doppler ultrasound (B-ultrasound)(1),Medical equipment & medicine,江苏省
223,Procurement of 0675-214JOC103379 SPECT/CT(1),Medical equipment & medicine,江苏省
224,"Procurement of 4197-2140SHJT0001/220 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(1)",Apparatus and Meter,上海市
225,"Procurement of 4197-2140SHJT0001/196 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(1)",Others ;电子通信,上海市
226,Procurement of 0675-214JOC103318/01 Electronic endoscope system (1),Medical equipment & medicine,江苏省
227,Procurement of 0675-214JOC103318/02 Digestive endoscopy electrical surgery workstation (1),Medical equipment & medicine,江苏省
228,Procurement of 0675-204JOC103583/02 Color Doppler ultrasound(1),Medical equipment & medicine,江苏省
229,Procurement of 0675-204JOC103525 Full HD laparoscopic system(1),Medical equipment & medicine,江苏省
230,Procurement of 0675-204JOC103555 High field PET / MRI system for small animals(2),Medical equipment & medicine,江苏省
231,Procurement of 0675-204JOC103538/01 High definition arthroscopic system(1),Medical equipment & medicine,江苏省
232,Procurement of 0675-204JOC103583/01 Color Doppler ultrasound(1),Medical equipment & medicine,江苏省
233,Procurement of 0675-204JOC103628 Ultrasonic diagnostic instrument(1),Medical equipment & medicine,江苏省
234,Procurement of 0675-204JOC103538/02 Color Doppler ultrasound(1),Medical equipment & medicine,江苏省
235,Procurement of 0675-204JOC103475 Cardiac color Doppler ultrasound diagnosis system(1),Medical equipment & medicine,江苏省
236,Procurement of 0675-204JOC103481 Portable color Doppler ultrasound diagnosis system(1),Medical equipment & medicine,江苏省
237,Procurement of 0675-204JOC103441 Bulb tube(2),Electronic & communications,江苏省
238,Procurement of 0675-204JOC103497 Color Doppler ultrasound(1),Medical equipment & medicine,江苏省
239,Procurement of 4197-214BOEWH0001/11 Project of Wuhan BOE High Generation TFT-LCD Production Line(1),Machining,湖北省
240,Procurement of 0675-204JOC103423 Color ultrasonic diagnostic instrument (1),Medical equipment & medicine,江苏省
241,Procurement of 0675-214JOC103308 color Doppler ultrasound(1),Medical equipment & medicine,江苏省
242,Procurement of 0739-2241G009CNPE Double Shell Gate Valves And Dedicated Depressurization Valves For Zhangzhou Nulear Power Plant Unit 3&4(2),Machining,福建省
243,Procurement of 0739-234C0008CNPE Equipment Specification for Safety Classified Guided Wave Radar Level Transmitter for HAINAN NPP PROJECT UNIT 3&4(1),Apparatus and Meter,海南省
244,Procurement of 4197-2240XAESW002/15 Silicon Industrial Base Phase II Project of Xi'an ESWIN(4),"Petroleum, chemicals",陕西省
245,Procurement of 0736-224020220750 Network equipment of overseas offices(1),Electronic & communications,吉林省
246,Procurement of 0675-214JOC103056 Holmium laser therapeutic apparatus(1),Medical equipment & medicine,江苏省
247,Procurement of 0675-214JOC103138 CT(1),Medical equipment & medicine,江苏省
248,Procurement of 0712-224042203076 Zhenhai Base phase II project acrylonitrile combined unit three eccentric hard seal jacket disc valve(1),Machining,浙江省
249,Procurement of 0736-224020220747 CP6-CA VW336/3 CN_K project frontend auto assembly(secondary)(1),Others,吉林省
250,Procurement of 0675-214JOC103041/02 Afterloading treatment machine (1),,江苏省
251,Procurement of 0675-214JOC103041/04 Picosecond laser therapeutic apparatus (2),Medical equipment & medicine,江苏省
252,Procurement of 0675-214JOC103041/03 High throughput gene sequencer (1),Apparatus and Meter,江苏省
253,"Procurement of 0736-234020230022 Hongqi high-end model V8TD aluminum alloy cylinder block industrialization project - inorganic 3D printing unit procurement, FAW Foundry Co., Ltd.(2)",Electronic & communications,吉林省
254,Procurement of 0712-234032303004 SINOPEC Sichuan Vinylon Works Vinyl acetate unit- Online chromatography(1),Apparatus and Meter,重庆市
255,Procurement of 0664-2340SUMECA27 Engine test bench(1),物流运输;Apparatus and Meter,广西壮族自治区
256,Procurement of 3108-23400050001A EDC Domain Controlling Testing System(1),Apparatus and Meter,重庆市
257,Procurement of 0675-214JOC103041/01 Medical linear accelerator (1),Medical equipment & medicine,江苏省
258,Procurement of 0677-2340J0192004/02 Wanhua Fujian Gasification phase II project(1),Machining,山东省
259,Procurement of 0677-2340J0192004/01 Wanhua Fujian Gasification phase II project(1),Machining,山东省
260,Procurement of 0675-204JOC103651/06 All femtosecond laser(1),Medical equipment & medicine,江苏省
261,Procurement of 0675-204JOC103651/07 Excimer laser(1),Apparatus and Meter,江苏省
262,Procurement of 0867-224XBMH22009 Procurement of Special Vehicle Equipment for Xinjiang Zhundong (Qitai) Civil Airport Project (Section IV: multi-functional snow removal vehicle)(2),"Transport, storage service",新疆维吾尔自治区
263,Procurement of 0739-224C0001CNPE Equipment Specification for Safety Classified Guided Wave Radar Level Transmitter for HAINAN NPP PROJECT UNIT 3&4(2),Apparatus and Meter,海南省
264,Procurement of 0675-204JOC103651/05 Ultrasonic diagnostic apparatus (cardiac diagnosis)(1),Medical equipment & medicine,江苏省
265,Procurement of 0675-204JOC103651/04 Ultrasonic diagnostic instrument (cardiac examination)(1),Medical equipment & medicine,江苏省
266,Procurement of 0675-204JOC103651/03 Ultrasonic diagnostic instrument (whole body diagnosis)(1),Medical equipment & medicine,江苏省
267,"Procurement of 0730-224011SZ0225/09 GreaTech Substrates Co., Ltd. Project-CO2 laser drill (burning edge)(Rebid)(17)",Electronic & communications,广东省
268,"Procurement of 0730-224011SZ0225/05 GreaTech Substrates Co., Ltd. Project-Tray cleaning machine (Panel)(Rebid)(16)",Environment protection,广东省
269,"Procurement of 0730-224011SZ0225/03 GreaTech Substrates Co., Ltd. Project-Furnace rear inspection machine(Rebid)(16)",Apparatus and Meter,广东省
270,"Procurement of 0730-224011SZ0225/01 GreaTech Substrates Co., Ltd. Project-Automatic film tearing machine(PET)(Rebid)(17)",Machining,广东省
271,"Procurement of 0730-224011SZ0224/03 GreaTech Substrates Co., Ltd. Project-Vertical dry film developer(Rebid)(13)","Publishing & printing, packagi",广东省
272,"Procurement of 0730-224011SZ0224/02 GreaTech Substrates Co., Ltd. Project-Vertical graphics film fading machine(Rebid)(13)",Electronic & communications,广东省
273,"Procurement of 0730-224011SZ0224/01 GreaTech Substrates Co., Ltd. Project-Vertical flash etcher(Rebid)(13)",Machining,广东省
274,"Procurement of 0730-224011SZ0217/07 Guangzhou Guangxin Packaging Substrate Co., LTD project-Automatic film tearing machine (DF) (Rebid)(15)",Machining,广东省
275,"Procurement of 0730-224011SZ0217/06 GreaTech Substrates Co., Ltd. Project-Automatic film tearing machine (DF)(Rebid)(15)",Machining,广东省
276,"Procurement of 0730-224011SZ0205/01 GreaTech Substrates Co., Ltd. Project-Automatic tin ball checker (Rebid)(15)",Apparatus and Meter,广东省
277,Procurement of 0701-224208070015/04 Thermal insulation accelerated calorimeter ARC procurement project(1),Apparatus and Meter,重庆市
278,"Procurement of 0730-224011SZ0199/08 GreaTech Substrates Co., Ltd. Project-Flux cleaning machine(Rebid)(19)",Environment protection,广东省
279,"Procurement of 0730-224011SZ0199/07 GreaTech Substrates Co., Ltd. Project-Single cleaning machine(Rebid)(17)",Environment protection,广东省
280,"Procurement of 0730-224011SZ0163/08 GreaTech Substrates Co., Ltd. Project-Photo machine(AVI) (Rebid)(8)",Electronic & communications,广东省
281,"Procurement of 0730-224011SZ0163/07 GreaTech Substrates Co., Ltd. Project-Photo machine(AVI)(Rebid) (10)",Electronic & communications,广东省
282,"Procurement of 0730-224011SZ0163/06 GreaTech Substrates Co., Ltd. Project- Appearance Inspection Machien (Rebid) (6)",Others,广东省
283,"Procurement of 0730-224011SZ0163/05 GreaTech Substrates Co., Ltd. Project-Appearance Inspection Machien (Rebid) (6)",Others,广东省
284,"Procurement of 0730-224011SZ0163/04 GreaTech Substrates Co., Ltd. Project- Appearance Inspection Machien (Rebid)(6)",Others,广东省
285,"Procurement of 0730-224011SZ0163/03 GreaTech Substrates Co., Ltd. Project- Automatic Optical Detector (Rebid)(6)",Apparatus and Meter,广东省
286,"Procurement of 0730-224011SZ0163/02 GreaTech Substrates Co., Ltd. Project-Automatic Optical Detector (Rebid)(6)",Apparatus and Meter,广东省
287,"Procurement of 0730-224011SZ0089/09 GreaTech Substrates Co., Ltd. Project-Press cleaning machine (Rebid)(28)",Environment protection,广东省
288,"Procurement of 0730-224011SZ0089/01 GreaTech Substrates Co., Ltd. Project-Copper sink cleaning machine (Rebid)(24)",Others,广东省
289,"Procurement of 0730-224011SZ0088/05 GreaTech Substrates Co., Ltd. Project-Shape cleaning machine (Rebid)(27)",Environment protection,广东省
290,"Procurement of 0730-224011SZ0081/05 Guangzhou Guangxin Packaging Substrate Co., LTD project-QP electrical measuring machine(Rebid)(25)",Apparatus and Meter,广东省
291,"Procurement of 0730-224011SZ0081/04 Guangzhou Guangxin Packaging Substrate Co., LTD project-QP electrical measuring machine(Rebid)(25)",Apparatus and Meter,广东省
292,"Procurement of 0730-224011SZ0038/07 Guangzhou Guangxin Packaging Substrate Co., LTD project-Photo machine(AVI)(Rebid)(23)",Electronic & communications,广东省
293,"Procurement of 0730-224011SZ0038/06 Guangzhou Guangxin Packaging Substrate Co., LTD project-Appearance Inspection Machien(Rebid)(17)",Others,广东省
294,"Procurement of 0730-224011SZ0038/02 Guangzhou Guangxin Packaging Substrate Co., LTD project-CNC driller(Rebid) (16)",Engineering construction,广东省
295,Procurement of 0664-2340SUMECT02/03 Skin laser therapeutic instrument(1),Medical equipment & medicine,江苏省
296,Procurement of 0664-2340SUMECT02/02 Hydrogen peroxide low temperature plasma sterilizer(1),Medical equipment & medicine,江苏省
297,"Procurement of 0730-224011SZ0263/01 Sky Chip Interconnection Technology Co., Ltd project-On line cleaning machine (Rebid)(10)",Environment protection,广东省
298,Procurement of 0664-2340SUMECT02/01 Central monitoring system and bedside life support equipment(1),Medical equipment & medicine,江苏省
299,"Procurement of 1042-22422J671211 Anhui Debang Medical Equipment Co., LTD. Purchase medical equipment project(secondary)(2)",Medical equipment & medicine,安徽省
300,Procurement of 0730-224011SZ0108/03 NanTong SCC Project-The staging machine (Rebid)(14),Others,江苏省
301,Procurement of 0730-214011SZ0064/02 NanTong SCC Project-Milling Machine 30 sets(21),Machining,江苏省
302,Procurement of 0730-214011SZ0007/02 NanTong SCC Project- Automatic Tearing machine 3 sets(26),Machining,江苏省
303,Procurement of 0730-204011SZ0208/09 NanTong SCC Project-Plasma Cleaning Machine 4 sets(24),Medical equipment & medicine,江苏省
304,Procurement of 1708-23410460002A High resolution ultrasound imaging system for small animals(1),Apparatus and Meter,重庆市
305,Procurement of 0730-224011SZ0087/02 SCC Project-Automatic Appearance Inspection Machine(5um)(Rebid)(9),Others,广东省
306,Procurement of 0730-214011SZ0205/04 WuXi SCC Project-Automatic loading and unloading (plasma cleaner) 1 set (Rebid)(18),Environment protection,江苏省
307,Procurement of 0730-214011SZ0181/08 WuXi SCC Project-Automatic loading and unloading (plasma cleaner) 1 set (Rebid)(20),Environment protection,江苏省
308,Procurement of 0613-224021373033 Fairway grading special equipment Project(11),"Transport, storage service",上海市
309,Procurement of 0613-224021373032 Transmission system life square machine test equipment(11),"Transport, storage service",上海市
310,Procurement of 4197-214BOENJ0001/37 Equipment Procurement Project of G8.5 TFT-LCD(1),Machining,江苏省
311,Procurement of 0854-234HNWXZB009 ICB Procurement of Medical Equipment(1),Medical equipment & medicine,河南省
312,Procurement of 0613-224021385880 Project of Zhengzhou No2 Factory Coating Workshop robot Spare Parts(2),Others,河南省
313,Procurement of 0613-224021373029 Three-pin shaft assembly equipment(11),"Transport, storage service",上海市
314,Procurement of 0613-224021373030/02 Spindle CNC Lathes(11),"Transport, storage service",上海市
315,Procurement of 0613-224021373030/03 Spindle CNC Lathes(11),"Transport, storage service",上海市
316,Procurement of 0613-214021375562 Transmission system like static torsion test equipment(30),"Transport, storage service",上海市
317,Procurement of 0730-234011020041/01 Laser repairing machine(2),Electronic & communications,湖北省
318,Procurement of 0733-225122263676/02 West Yunnan University Construction Project of Application-Oriented Educational Experimental Training Equipment Procurement Utilizing Israeli Government Loan(Package 02)(2),Others,云南省
319,Procurement of 0733-225122263676/01 West Yunnan University Construction Project of Application-Oriented Educational Experimental Training Equipment Procurement Utilizing Israeli Government Loan(Package 01)(2),Others,云南省
320,Procurement of 0854-224HNWXZB048 ICB Procurement of Medical Equipment(2),Medical equipment & medicine,河南省
321,Procurement of 4933-234lnzcgj016 The LAM procurement project for Cs Corrector Field emission transmission electron microscopy and Analytical transmission electron microscopy(1),Apparatus and Meter,辽宁省
322,Procurement of 0730-234011020007/08 Bubble Repair(1),Others,福建省
323,Procurement of 0854-234HNWXZB001 ICB Procurement of Medical Equipment(2),Medical equipment & medicine,河南省
324,Procurement of 0837-2340CTFCYW01 Urban to 23 li (Mall Avenue) lifting pumping station engineering equipment procurement(1),Engineering construction;机械加工,浙江省
325,Procurement of 0628-234001106001/01 Jiangxi Maternal and Child Health Care Hospital introduced pulse oximeter project(1),Medical equipment & medicine,江西省
326,Procurement of 0675-204JOC103404/01 Laparoscopy(1),Medical equipment & medicine,江苏省
327,Procurement of 0720-2340zbzx0019 JIDONG Oilfield Company metering skid(1),Others,河北省
328,Procurement of 0773-2241SHHW0172/04 reference to Chinese(2),Apparatus and Meter,上海市
329,"Procurement of 0716-224HNC962351 Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. infrared thermal imager procurement project[Rebidding](2)",Apparatus and Meter,湖南省
330,"Procurement of 0716-224HNC962236 Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. physical coating furnace procurement project[Rebidding](2)",Machining,湖南省
331,"Procurement of 0716-224HNC962038 Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. purchasing items of grinding wheel dressing machine(Rebidding)(2)",Others,湖南省
332,"Procurement of 0716-224HNC961647 Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. Hardness Tester Purchasing Items[Rebidding](2)",Apparatus and Meter,湖南省
333,Procurement of 1641-234534900305 Zongyang Conch 4# daily production of 13000t/d clinker production line required grate cooler procurement(2),Engineering construction,安徽省
334,Procurement of 1641-234534900307 Quanjiao conch 2# daily production of 7000t/d clinker production line required grate cooler procurement(2),Engineering construction,安徽省
335,Procurement of 1641-234534900306 Tongling Conch 3# daily production of 13000t/d clinker production line required grate cooler procurement(2),Engineering construction,安徽省
336,Procurement of 0625-224022002026 Color Doppler ultrasonic diagnostic instrument(2),Medical equipment & medicine,浙江省
337,Procurement of 0675-204JOC103290 Electronic cystoscope system (2),Apparatus and Meter,江苏省
338,Procurement of 0675-204JOC103234 Color ultrasonic diagnostic instrument (1),Medical equipment & medicine,江苏省
339,Procurement of 0675-204JOC103283 X-ray flat panel detector (1),Apparatus and Meter;电子通信,江苏省
340,Procurement of 0729-234OIT570405 Atomic force microscope(1),Apparatus and Meter,北京市
341,Procurement of 0675-204JOC103229 Color ultrasound (1),Medical equipment & medicine,江苏省
342,Procurement of 0675-204JOC103225 High end intelligent color Doppler ultrasonic diagnosis system (2),Medical equipment & medicine,江苏省
343,Procurement of 0675-204JOC103182 Color Doppler ultrasound diagnostic instrument(1),Medical equipment & medicine,江苏省
344,Procurement of 0675-204JOC103147 LA(2),Medical equipment & medicine,江苏省
345,Procurement of 0675-204JOC103142 Endoscopic ultrasound system(1),Medical equipment & medicine,江苏省
346,Procurement of 0675-204JOC103037 CT(1),Medical equipment & medicine,江苏省
347,Procurement of 0675-204JOC103020/02 endoscope(1),Medical equipment & medicine,江苏省
348,Procurement of 0664-2240SUMECR98 Color Doppler ultrasound diagnostic instrument (1),Medical equipment & medicine,江苏省
349,Procurement of 0664-2240SUMECT03 Color Doppler ultrasound diagnostic instrument (1),Medical equipment & medicine,江苏省
350,Procurement of 0675-204JOC103012/02 High connotation imaging analysis system(1),Apparatus and Meter,江苏省
351,Procurement of 0675-204JOC103012/01 Endoscope system(1),Medical equipment & medicine,江苏省
352,Procurement of 0675-204JOC103005/01 Color Doppler ultrasound diagnostic instrument(1),Medical equipment & medicine,江苏省
353,"Procurement of 2465-224010100058 ICB of CENTRIFUGE IN 400KTA PVC PLANT FOR TIANJIN BOHUA CHEMICAL DEVELOPMENT CO., LTD. UNDER Chlor-alkali integration Project Phase II(2)",Medical equipment & medicine;机械加工,天津市
354,Procurement of 1291-234HCJLZB675 Key Laboratory of Hybrid Soybean 1(1),Others,吉林省
355,Procurement of 1291-234HCJLZB674 National Soil Quality Gongzhuling Observation and Experimental Station Construction Project 2(Section 01)(1),Apparatus and Meter,吉林省
356,Procurement of 0843-224DCZ202205 Dalian Women and Children's Medical Center (Group) Endoscopic surgery control system procurement project(2),Medical equipment & medicine,辽宁省
357,Procurement of 4197-2140CSOTT205/33 CSOT G8.5 TFT-LCD (Combines Metal Oxide & AMOLED) Display Project(2),"Publishing & printing, packagi",广东省
358,"Procurement of 0660-2340GMW50014 Chengdu Vistar Optoelectronics Co., Ltd. LED Repair Machine Procurement Project(2)",Others ;电子通信,四川省
359,"Procurement of 1825-234A20222330 The confocal laser microscope procurement project of Eye, Ear, Nose and Throat Hospital Affiliated to Fudan University(1)",Apparatus and Meter,上海市
360,Procurement of 4197-2240CSOTT007/20 WHCSOT G6 LTPS/AMOLED Display Project(2),Apparatus and Meter;机械加工,湖北省
361,Procurement of 0705-2240JDSMTXDK/10 ICB Procurement of Automated strain analysis workstation for SJTU(2),Electronic & communications,上海市
362,Procurement of 0705-224204049019 Negative electrode spark profiling system in East China Normal University(2),Apparatus and Meter,上海市
363,Procurement of 4197-2240CSOTT007/16 WHCSOT G6 LTPS/AMOLED Display Project(2),Machining,湖北省
364,Procurement of 1639-224122240498/02 Liquid helium recovery device(2),Others,上海市
365,Procurement of 4197-2140CSOTSZ02/34 M10 MNT capacity expansion project(2),Machining,江苏省
366,Procurement of 0628-234002106002/02 Jiangxi Provincial Maternal and Child Health Care Hospital introduced constant frequency and high frequency integrated ventilator equipment project(1),Medical equipment & medicine,江西省
367,Procurement of 0628-234002106002/01 Jiangxi Provincial Maternal and Child Health Care Hospital introduced the constant frequency and high frequency integrated ventilator project(1),Medical equipment & medicine,江西省
368,Procurement of 4197-2140CSOTGZT9/259 GZCSOT G8.6 Oxide Semiconductor Display Project(2),Apparatus and Meter,广东省
369,Procurement of 4841-224RB112008D High-grade cardiac ultrasound Purchasing Project(1),Medical equipment & medicine,江苏省
370,Procurement of 4197-2140CSOTWHT5/160 WHCSOT G6 Semiconductor Display Expansion Project(2),Machining,湖北省
371,Procurement of 0744-224CEZB10197/02 2-ph liquid phase hydrogenation catalyst(2),Others,内蒙古自治区
372,"Procurement of 0656-2240A1000500 Qingdao Haiwan Chemical Co., Ltd. 400KT/year Ethylene Oxychlorination VCM Expansion Project EDC Pyrolysis Furnace(2)",Machining,山东省
373,Procurement of 0712-234062203096 Sinopec Zhenhai Company Phase II project Residue hydrogenation unit Multipoint thermocouple(1),"Petroleum, chemicals",浙江省
374,"Procurement of 1042-234HYJ670052 Anhui Medical Technology Co., Ltd. purchase medical equipment project(secondary)(2)",Medical equipment & medicine,安徽省
375,Procurement of 1782-234jlnykxy01 National Soil Quality Gongzhuling Observation and Experimental Station Construction Project 6 (First phase)(1),Apparatus and Meter,吉林省
376,Procurement of 5036-224JM1682505/02 Procurement of Capacity Promotion Facilities of Yellow Code Hospitals(six)(2),医药卫生;Metallurgy & minerals,吉林省
377,Procurement of 5036-224JM1682505/01 Procurement of Capacity Promotion Facilities of Yellow Code Hospitals(five)(2),医药卫生;Metallurgy & minerals,吉林省
378,Procurement of 0720-2340zbzx0003 Activated alumina For PETROCHINA FUSHUN PETROCHEMICAL COMPANY(2),Others,辽宁省
379,Procurement of 0720-2340zbzx0023 Ethylbenzene dehydrogenation catalyst for PETROCHINA DUSHANZI PETROCHEMICAL COMPANY(1),Others,新疆维吾尔自治区
380,Procurement of 0618-224TC22020NM/01 Precision processing equipment for the cooler(1),Machining,云南省
381,Procurement of 0679-224DFWHBT115 Energy expansion-new Energy Passenger Vehicle Technical Improvement Project -PhasehIse i)-pd-four-wheel positioning front-beam robot(2),物流运输;Others ;医药卫生,湖北省
382,Procurement of 0730-224011020007/117 Special Gas Supply System Phase2 Project(1),Apparatus and Meter,福建省
383,Procurement of 0730-224011020007/116 Phase 2 - Chemical supply system(1),Apparatus and Meter,福建省
384,Procurement of 2882-224JLJHZBLY7 Automatic biochemical analyzer of Liaoyuan Traditional Chinese Medicine Hospital(2),Medical equipment & medicine,吉林省
385,Procurement of 0613-224021283481 U558EDU_M3_HPWasherRetooling(11),Environment protection,湖北省
386,Procurement of 1225-2340AGZB2001/01 Field Emission Transmission Electron Microscope(2),Apparatus and Meter,辽宁省
387,Procurement of 0687-234020230012/04 Sichuan University West China Hospital bone biology experimental machine and other equipment procurement project(1),Apparatus and Meter,四川省
388,Procurement of 0687-234020230012/03 Sichuan University West China Hospital bone biology experimental machine and other equipment procurement project(1),Electronic & communications,四川省
389,Procurement of 0687-234020230012/02 Sichuan University West China Hospital bone biology experimental machine and other equipment procurement project(1),Apparatus and Meter,四川省
390,Procurement of 0687-234020230012/01 Sichuan University West China Hospital bone biology experimental machine and other equipment procurement project(1),Others,四川省
391,Procurement of 0768-2340CSIMC002 Purchase project of automatic lamp inspection machine for penicillin bottle lyophilized products(2),Medical equipment & medicine,北京市
392,Procurement of 0768-2240CSIMC113/07 Cell matrix influenza vaccine workshop project (Phase I)(1),Others,湖北省
393,Procurement of 0675-224JOC103781 Neurosurgical operating microscope(1),Medical equipment & medicine,江苏省
394,Procurement of 0712-234032303009/02 Sinopec Tianjin Nangang 1.2 million t/a Ethylene and Downstream High end New Material Industry Cluster Project(1),Apparatus and Meter,天津市
395,Procurement of 0762-2341CBNB3001 Dalian University of Technology Ningbo Research Institute ultra high resolution laser confocal microscope procurement project(1),Apparatus and Meter,浙江省
396,Procurement of 0712-234032302008 Gaoqiao Petrochemical ABS unit upgrade project(1),"Transport, storage service",上海市
397,Procurement of 0712-234032303009/01 Sinopec Tianjin Nangang 1.2 million t/a Ethylene and Downstream High end New Material Industry Cluster Project(1),Apparatus and Meter,天津市
398,Procurement of 4197-2140CSOT0021/174 G11 Ultra High Definition Display Project(2),Apparatus and Meter,广东省
399,Procurement of 0773-2240TJHW0183 Loader procurement project(2),Machining,天津市
400,"Procurement of 0736-234020230012 FAW Foundry Co., Ltd. Chengdu Nonferrous Casting Branch Motor Shell 200,000 Energy Enhancement Project - Shot Blasting Machine Procurement(1)",Machining,四川省
401,Procurement of 0613-234022215811 6 Inch AP CVD(1),Others,上海市
402,"Procurement of 1739-2340BYZB1101/02 Qinhuangdao Xinyue Intelligent Equipment Co., Ltd. International Electromechanical Equipment Bidding Project(second time)(2)",Environment protection,河北省
403,Procurement of 0613-234022210311 8 Inch WCVD add one chamber(1),Others,上海市
404,"Procurement of 1739-2340BYZB1101/01 Qinhuangdao Xinyue Intelligent Equipment Co., Ltd. International Electromechanical Equipment Bidding Project(second time)(2)",Machining,河北省
405,Procurement of 1020-234000000001 Medical equipment international bidding project(1),Medical equipment & medicine,福建省
406,Procurement of 4197-234CECCHOT07/01 OC Newly Increased 100 inch LSRC Equipment Procurement Project(2),Others,陕西省
407,Procurement of 0664-2340SUMECA30 Mechanical processing outsourcing cryogenic valve box(1),Machining,江苏省
408,Procurement of 4197-214BOEMLED01/06 Mini/Micro LED Production Line Project(2),Others ;电子通信,北京市
409,Procurement of 4197-214BOEMLED01/05 Mini/Micro LED Production Line Project(2),Others ;电子通信,北京市
410,Procurement of 0613-234023110371 Insoluble particle meter(1),Apparatus and Meter,上海市
411,"Procurement of 4197-2140SHJT0001/218 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(1)",Machining,上海市
412,Procurement of 0626-234230110009/04 The Third Batch of Equipment Procurement Project of Gather Functional Materials Institute(1),Others,江苏省
413,Procurement of 0712-224032203089/03 SSEC is responsible for the VD21 project of Beijing Research Institute of Chemical Industry(3),Apparatus and Meter,北京市
414,Procurement of 0712-224032203089/02 SSEC is responsible for the VD21 project of Beijing Research Institute of Chemical Industry(3),Apparatus and Meter,北京市
415,Procurement of 0712-224032203089/01 SSEC is responsible for the VD21 project of Beijing Research Institute of Chemical Industry(3),Apparatus and Meter,北京市
416,Procurement of 4197-2240CDGT0001/15 The development and Industrialization project of Chengdu High-tech West area high-end power semiconductor devices and components(2),电子通信;Apparatus and Meter,四川省
417,Procurement of 4197-2240CDGT0001/14 The development and Industrialization project of Chengdu High-tech West area high-end power semiconductor devices and components(2),电子通信;Apparatus and Meter,四川省
418,Procurement of 0616-2240WH222002 Procurement and installation of trace explosive detector and other ordinary security inspection equipment in the T2 Terminal renovation project of Wuhan Tianhe Airport(1),其他设备;Apparatus and Meter,湖北省
419,Procurement of 0626-234230110009/03 The Third Batch of Equipment Procurement Project of Gather Functional Materials Institute(1),Others,江苏省
420,Procurement of 0739-224C0004CNPE Boric Meter System for ZHANGZHOU NULEAR POWER PLANT UNITS 3&4 and SANMEN NULEAR POWER PLANT UNITS 5&6(2),Others,福建省
421,"Procurement of 0664-2240SUMECR95/02 Electron beam evaporation, multi-target magnetron sputtering(1)",Apparatus and Meter,江苏省
422,Procurement of 4197-2140CSOTT205/52 CSOT G8.5 TFT-LCD (Combines Metal Oxide & AMOLED) Display Project(2),Machining,广东省
423,Procurement of 4197-2140CSOTT205/51 CSOT G8.5 TFT-LCD (Combines Metal Oxide & AMOLED) Display Project(2),Machining,广东省
424,Procurement of 4197-2140CSOTT205/49 CSOT G8.5 TFT-LCD (Combines Metal Oxide & AMOLED) Display Project(2),Apparatus and Meter,广东省
425,"Procurement of 4197-2140SHJT0001/219 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(2)",Machining,上海市
426,Procurement of 0626-234230110009/02 The Third Batch of Equipment Procurement Project of Gather Functional Materials Institute(1),Others,江苏省
427,Procurement of 0721-2340003B2580/06 Neck plug forming system(1),Machining,安徽省
428,Procurement of 0721-2340003B2580/07 Stacking and packing system(1),"Transport, storage service",安徽省
429,Procurement of 0721-2340003B2580/02 Bodymaker(1),Machining,安徽省
430,Procurement of 0721-2340003B2580/05 Internal spraying system(1),Machining,安徽省
431,Procurement of 0721-2340003B2580/04 Printing system(1),"Publishing & printing, packagi",安徽省
432,Procurement of 0721-2340003B2580/03 Trimmer(1),Machining,安徽省
433,Procurement of 0626-234230110009/01 The Third Batch of Equipment Procurement Project of Gather Functional Materials Institute(1),Others,江苏省
434,Procurement of 0721-2340003B2580/01 Cupping press system(1),Others,安徽省
435,Procurement of 3328-224041041101/09 international bidding for medical equipment of Quanzhou First Hospital(1),Medical equipment & medicine,福建省
