District,Ad #,FM Numbers,BDI,Short Description,Number of Contracts Awarded,Contract Threshold,Major Work Types,Minor Work Types,Under Utilized Work Groups,Contract Amount/Limit,Advertisement Date,Response Deadline Date/Time (*System Time Zone),Shortlist Selection Date,Final Selection Date,Selection Method,Standard Notes
02,23276,,No,"""PERMIT"" WORK IN NPDES MS4 DELEGATED COUNTIES",1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.1-Minor Highway Design",, GROUP 3-Highway Design - Roadway,"$1,500,000.00",10/31/2022,11/21/2022 05:00 PM,12/05/2022,01/03/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
02,23278,,No,SR 5A FROM BRIDGE OF LIONS TO CHARLOTTE STREET SEAWALL,1,Technically Prequalified & Unlimited Audit required, 4.1.2-Minor Bridge Design," 3.1-Minor Highway Design 
 7.2-Lighting 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$2,250,000.00",11/14/2022,11/30/2022 05:00 PM,12/12/2022,01/09/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8 "
02,23279,,No,CONTINUING SERVICES LANDSCAPE DESIGN,1,Technically Prequalified & Unlimited Audit required, 15.0-Landscape Architect," 3.1-Minor Highway Design 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration", GROUP 3-Highway Design - Roadway,"$5,000,000.00",01/17/2023,01/31/2023 05:00 PM,02/13/2023,03/20/2023, Letter of Response and Interview, Standard Note 8 
02,23280," 43633312201 
 43633712201 
 43742712201",No,RICHARD RD OVER S. PRONG ST. MARY'S RIVER BRIDGE NO. 274114,1,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$1,450,000.00",11/28/2022,12/12/2022 05:00 PM,01/03/2023,02/06/2023, Letter of Response and Interview, Standard Note 8 
02,23281,,No,MAIN STREET OVER PIMPLE CREEK BRIDGE #385080,1,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$1,800,000.00",12/27/2022,01/11/2023 05:00 PM,01/24/2023,02/28/2023, Letter of Response and Interview, Standard Note 8 
02,23282,,No,GEC Lake City Planning Consultant,1,Technically Prequalified & Unlimited Audit required, 13.5-Subarea/Corridor Planning," 6.1-Traffic Engineering Studies 
 13.3-Policy Planning 
 13.4-Systems Planning 
 13.6-Land Planning/Engineering 
 13.7-Transportation Statistics"," GROUP 6-Traffic Engineering Studies 
 GROUP 13-Planning","$5,000,000.00",12/12/2022,12/27/2022 05:00 PM,01/09/2023,02/13/2023, Letter of Response and Interview, Standard Note 8 
03,23300,,No,Hybrid CEI Consultant,2,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI",," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,000,000.00",02/13/2023,02/27/2023 05:00 PM,03/06/2023,03/20/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23306," 21791193201 
 43776323201",No,Design Group 23-10 in Bay and Washington Counties,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 3-Highway Design - Roadway 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping","$1,600,000.00",08/08/2022,08/22/2022 05:00 PM,09/06/2022,10/10/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
03,23308," 21884523201 
 21894943201",No,Design Group 23-14 in Gadsden and Liberty Counties,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 3-Highway Design - Roadway 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping","$1,355,000.00",11/14/2022,12/01/2022 05:00 PM,12/19/2022,01/30/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
03,23312," 21972253201 
 41764323201",No,Design Group 23-11 in Leon County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,670,000.00",08/29/2022,09/13/2022 05:00 PM,09/26/2022,10/31/2022, Letter of Response and Interview, Standard Note 8 
03,23314, 21988153201,No,Design of SR 369 (US 319) in Leon County,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$2,000,000.00",06/06/2022,06/20/2022 05:00 PM,07/05/2022,08/15/2022, Letter of Response and Oral Presentation, Standard Note 8 
03,23316," 22001723201 
 44118513201",No,Design Group 23-12 in Okaloosa and Gulf Counties,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,695,000.00",09/26/2022,10/10/2022 05:00 PM,10/24/2022,11/21/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
03,23318, 22076223201,Yes,Design SR 77 in Washington County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying",,"$575,000.00",11/21/2022,12/05/2022 05:00 PM,12/19/2022,01/17/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
03,23319," 22241223201 
 42527733201",No,Design SR 8 (I-10) in Holmes and Escambia Counties,2,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,100,000.00",10/03/2022,10/17/2022 05:00 PM,10/31/2022,12/05/2022, Letter of Response and Interview, Standard Note 8 
03,23320," 22245723201 
 44896713201",No,Design Group 23-15 in Escambia County,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,350,000.00",12/12/2022,12/27/2022 05:00 PM,01/09/2023,02/27/2023, Letter of Response and Interview, Standard Note 8 
03,23321, 22246733201,No,Design SR 8A (I-110) in Escambia County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,100,000.00",10/24/2022,11/07/2022 05:00 PM,11/21/2022,01/09/2023, Letter of Response and Interview, Standard Note 8 
03,23324," 41342523201 
 44576213201",No,Design of SR 10 and SR 71 in Gadsden and Calhoun Counties,2,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,190,000.00",07/11/2022,07/25/2022 05:00 PM,08/08/2022,09/19/2022, Letter of Response and Interview, Standard Note 8 
03,23326, 41931523201,Yes,Design SR 369 in Wakulla County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying",,"$800,000.00",09/19/2022,10/03/2022 05:00 PM,10/17/2022,11/21/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
03,23327," 42623813201 
 43938013201",No,Design Group 23-09 in Bay County,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping","$1,500,000.00",07/25/2022,08/08/2022 05:00 PM,08/22/2022,09/26/2022, Letter of Response and Interview, Standard Note 8 
03,23328, 43356923201,Yes,Design of SR 30 (US 98) in Gulf County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying",,"$670,000.00",10/10/2022,10/31/2022 05:00 PM,11/07/2022,12/12/2022, Letter of Response and Interview, Standard Note 7 
03,23329," 43622973201 
 44779213201",No,Design Group 23-07 in Santa Rosa County,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,325,000.00",05/23/2022,06/06/2022 05:00 PM,06/20/2022,08/08/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
03,23330, 44091523201,No,Design SR 10 (US 90) Caroline Street in Santa Rosa County,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations 
 GROUP 15-Landscape Architect","$2,500,000.00",09/12/2022,09/26/2022 05:00 PM,10/10/2022,11/28/2022, Letter of Response and Oral Presentation, Standard Note 8 
03,23331, 44294013201,Yes,Design CR 65 Roping Rd in Holmes Co. (Bridge No. 524178),1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies",,"$640,000.00",08/15/2022,08/29/2022 05:00 PM,09/19/2022,10/17/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
03,23333, 44514113201,No,Design SR 20 over Econfina Creek in Bay County,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,000,000.00",10/31/2022,11/21/2022 05:00 PM,11/28/2022,01/03/2023, Letter of Response and Oral Presentation, Standard Note 8 
03,23335, 41853821206,No,Traffic Counts and Projections,1,Technically Prequalified & Unlimited Audit required, 13.7-Transportation Statistics,,,"$1,500,000.00",10/24/2022,11/07/2022 05:00 PM,11/14/2022,01/02/2023, Letter of Response and Interview, Standard Note 9 
03,23336, 42253441204,No,Digital Data Extraction,1,Technically Prequalified & Unlimited Audit required," 8.3-Photogrammetric Mapping 
 13.7-Transportation Statistics",, GROUP 8-Surveying and Mapping,"$1,500,000.00",10/03/2022,10/24/2022 05:00 PM,11/14/2022,01/02/2023, Letter of Response and Interview, Standard Note 8 
03,23338, 21982022201,No,SR 20/SR 366 Feasibility Study in Leon County,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.2-Major Highway Design 
 8.2-Design, Right of Way, Construction Surveying"," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,500,000.00",11/07/2022,11/21/2022 05:00 PM,12/05/2022,01/16/2023, Letter of Response and Oral Presentation, Standard Note 8 
03,23339, 22026032201,No,PD&E Study SR 30 (US 98) in Okaloosa County,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.2-Major Highway Design 
 8.2-Design, Right of Way, Construction Surveying"," 3.1-Minor Highway Design 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration"," GROUP 3-Highway Design - Roadway 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,400,000.00",07/18/2022,08/01/2022 05:00 PM,08/15/2022,09/19/2022, Letter of Response and Oral Presentation, Standard Note 8 
03,23340, 42101232201,No,PD&E Study for SR 173 in Escambia County,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.2-Major Highway Design 
 8.2-Design, Right of Way, Construction Surveying"," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,500,000.00",01/09/2023,01/23/2023 05:00 PM,02/06/2023,03/20/2023, Letter of Response and Oral Presentation, Standard Note 8 
03,23343, 44103712201,No,PD&E Study SR 368 to SR 390 in Bay County,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.2-Major Highway Design 
 8.2-Design, Right of Way, Construction Surveying"," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,500,000.00",09/12/2022,09/26/2022 05:00 PM,10/10/2022,11/21/2022, Letter of Response and Oral Presentation, Standard Note 8 
03,23344,,Yes,Continuing Services Acquisition/Relocation Consultant,1,Technically Prequalified & Unlimited Audit required," 21.0-Acquisition, Negot., Closing, & Order of Taking 
 24.0-Acquisition Relocation Assistance",,,"$1,500,000.00",01/23/2023,02/06/2023 05:00 PM,02/20/2023,04/10/2023, Letter of Response and Interview, Standard Note 7 
03,23346, 22485827202,No,State Bridge Inspection,1,Technically Prequalified & Unlimited Audit required," 5.1-Conventional Bridge Inspection 
 5.3-Complex Bridge Inspection 
 5.4-Bridge Load Rating",, GROUP 5-Bridge Inspection,"$2,500,000.00",09/26/2022,10/10/2022 05:00 PM,10/17/2022,11/21/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
03,23347,,No,MEI Consultant Services,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,000,000.00",09/12/2022,09/26/2022 05:00 PM,10/03/2022,10/31/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23350, 21783836201,No,CEI SR 30A (US 98) in Bay County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$4,586,078.00",03/27/2023,04/10/2023 05:00 PM,04/17/2023,05/01/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10  
 Standard Note 13"
03,23351, 21790966201,No,CEI SR 77 in Washington County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,760,409.00",02/13/2023,02/27/2023 05:00 PM,03/06/2023,03/20/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23354, 22247616201,No,CEI SR 8 (I-10) @ US 29 Interchange in Escambia County,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI",," GROUP 10-Construction, Engineering, and Inspection (CEI)","$17,027,702.00",02/27/2023,03/13/2023 05:00 PM,03/20/2023,04/24/2023, Letter of Response and Oral Presentation," Standard Note 8  
 Standard Note 10 "
03,23355, 22259366201,No,CEI SR 8 (I-10) Interchange @ SR 61 in  Leon County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$578,366.00",10/31/2022,11/15/2022 05:00 PM,11/21/2022,12/05/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23356, 21934433201,No,SR 10 (US 90) over Chipola River Bridge No. 530005,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$975,000.00",01/23/2023,02/06/2023 05:00 PM,02/27/2023,04/10/2023, Letter of Response and Interview, Standard Note 8 
03,23357, 43256816201,No,CEI SR 95 (US 29) in Escambia County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection, 10.4-Minor Bridge & Miscellaneous Structures CEI," GROUP 10-Construction, Engineering, and Inspection (CEI)","$964,459.00",01/23/2023,02/06/2023 05:00 PM,02/13/2023,02/27/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23358," 43464516201 
 43464516202",Yes,CEI SR 10 (US 90) in Gadsden County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$746,265.00",10/17/2022,10/31/2022 05:00 PM,11/07/2022,11/21/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
03,23359," 43736616201 
 44374426201",No,CEI Group 23-H in Okaloosa County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$2,258,060.00",01/03/2023,01/17/2023 05:00 PM,01/23/2023,02/06/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23361," 44188516201 
 44402016201 
 44573416201",No,CEI Group 23-F in Okaloosa County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$618,388.00",09/26/2022,10/10/2022 05:00 PM,10/17/2022,10/31/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23362, 44365026201,No,CEI SR 30 (US 98) in Walton County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$956,446.00",11/28/2022,12/12/2022 05:00 PM,12/19/2022,01/03/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23363," 44387716201 
 44563116201",No,CEI Group 23-D in Bay County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,306,475.00",08/29/2022,09/13/2022 05:00 PM,09/26/2022,10/10/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23365," 44553716201 
 44553916201",No,CEI Group 23-J in Holmes County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,033,245.00",02/20/2023,03/06/2023 05:00 PM,03/13/2023,03/27/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23366," 44554116201 
 44554216201",No,CEI Group 23-I in Jackson County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,501,235.00",01/09/2023,01/23/2023 05:00 PM,01/30/2023,02/13/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23367," 44559016201 
 44562916201",No,CEI Group 23-K in Santa Rosa and Escambia Counties,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,391,074.00",03/06/2023,03/20/2023 05:00 PM,03/27/2023,04/10/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23369, 44563516201,No,CEI SR 8 (I-10) in Jackson County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$2,607,254.00",10/31/2022,11/15/2022 05:00 PM,11/21/2022,12/05/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23370," 44573316201 
 44575816201",No,CEI Group 23-G in Okaloosa County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,017,636.00",10/17/2022,10/31/2022 05:00 PM,11/07/2022,11/21/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23371, 44575916201,No,CEI SR 30 (US 98) in Franklin County,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI",," GROUP 10-Construction, Engineering, and Inspection (CEI)","$851,970.00",02/06/2023,02/20/2023 05:00 PM,02/27/2023,03/13/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
03,23372, 43775716201,No,CEI SR 57 (US 19) in Jefferson County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,509,388.00",04/03/2023,04/17/2023 05:00 PM,04/24/2023,05/08/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
