aug_id,original_id,tender_title,released_date,project_name,project_or_tender,bidding_price,description,region,region_coordinates,place_of_bid,place_of_bid_coordinates,place_of_bid_opening,place_of_bid_opening_coordinates,bid_opening,status,country_code,bidding_start_date,bidding_end_date,bidding_agency
26a72777-e32a-4bd4-b7ca-acd994817dde,1200-234GB2023005/01,"Procurement of 1200-234GB2023005/01 Hainan Lvtou Medical Testing Center Co., Ltd. Phase I Instrument and Equipment Procurement (1)(1)",2023-04-14,"Hainan Lvtou Medical Testing Center Co., Ltd. Phase I Instrument and Equipment Procurement (1)",P,$80,Required field not presented in the source,"Hainan Province, China","19.2000001, 109.5999999","Block A, 13th Floor, Zhongheng Building, No. 49 Guomao Road, Haikou City","20.0276965, 110.3157988","Block A, 13th Floor, Zhongheng Building, No. 49 Guomao Road, Haikou City","20.0276965, 110.3157988",2023-05-05 10:00,Bidding completed,ISO 3166-1 CHN,2023-04-14,2023-04-21,"Hainan government procurement Bidding co., LTD"
0640832e-a1b0-4912-994d-236a77e32e97,0613-234022081598,Procurement of 0613-234022081598 Chemical supply and distribution system(1),2023-04-14,Chemical supply and distribution system,P,$800,Required field not presented in the source,Shanghai,Coordinates delay,"10/F Hengda Plaza 285 Changshou Road, Shanghai(Shanghai Machinery &amp; Electric Equipment Tendering Co.)",Coordinates delay,"10/F Hengda Plaza 285 Changshou Road, Shanghai(Shanghai Machinery &amp; Electric Equipment Tendering Co.)",Coordinates delay,2023-05-05 09:30,Bidding completed,ISO 3166-1 CHN,2023-04-14,2023-04-21,"Shanghai Machinery &amp; Electric Equipment Tendering Co.,Ltd."
660f80af-65d8-4361-9c77-1e2d49a9d21f,0675-234JOC108113,Procurement of 0675-234JOC108113   X-ray detector project(1),2023-04-14,X-ray detector project,P,$146,Required field not presented in the source,"Suzhou, Jiangsu Province",Coordinates delay,"Room 101,1f, start-up area 9c, Yangtze river delta international r &amp; D community, 286 Tsing Lung Kong Road, Xiangcheng District, Suzhou",Coordinates delay,"Room 101,1f, start-up area 9c, Yangtze river delta international r &amp; D community, 286 Tsing Lung Kong Road, Xiangcheng District, Suzhou",Coordinates delay,2023-05-09 15:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-14,2023-04-21,"JOC INTERNATIONAL ENGINEERING CONSULTING CO.,LTD"
bf8916e2-302f-4206-b4cd-1bdd7415a330,1354-234HXZX23G01,"Procurement of 1354-234HXZX23G01 Procurement project of Horizontal PP Box Unpacking Equipment of Henan ChinaTop opto industry Technology Co., Ltd.(1)",2023-04-14,"Procurement project of Horizontal PP Box Unpacking Equipment of Henan ChinaTop opto industry Technology Co., Ltd.",P,$150,Required field not presented in the source,Henan province,Coordinates delay,"6th floor, block B, building 16, Henan national university science and technology park (east), Dianchang road, Zhengzhou city, Henan province",Coordinates delay,"6th floor, block B, building 16, Henan national university science and technology park (east), Dianchang road, Zhengzhou city, Henan province",Coordinates delay,2023-05-05 10:00,Bidding completed,ISO 3166-1 CHN,2023-04-14,2023-04-21,hengxinzixunguanliyouxiangongsi
43c91280-6be6-406b-82c3-14f533a7990b,0679-234DFWHBT011,Procurement of 0679-234DFWHBT011 CAN expand-new Energy Passenger Vehicle Technical Transformation Project -PhasehIse i)-pd-painting hand-held spraying equipment and auxiliary equipment(2),2023-04-14,CAN expand-new Energy Passenger Vehicle Technical Transformation Project -PhasehIse i)-pd-painting hand-held spraying equipment and auxiliary equipment,P,$150,Required field not presented in the source,hubei,Coordinates delay,"Conference Room 109, Dongfeng International Tendering Co., LTD., 46 Zhenhua Road, Wuhan Economic and Technological Development Zone, Hubei Province",Coordinates delay,"Conference Room 109, Dongfeng International Tendering Co., LTD., 46 Zhenhua Road, Wuhan Economic and Technological Development Zone, Hubei Province",Coordinates delay,2023-05-05 14:00,Bidding completed,ISO 3166-1 CHN,2023-04-14,2023-04-21,"Dongfeng International Tendering Co., Ltd."
1e88c048-ab69-438b-ab91-8bb93dee2ecc,0664-2340SUMECA91,Procurement of 0664-2340SUMECA91 Process coner(1),2023-04-14,Process coner,P,Free,Required field not presented in the source,More details in the Chinese version of the tendering document,Coordinates delay,More details in the Chinese version of the tendering document,Coordinates delay,More details in the Chinese version of the tendering document,Coordinates delay,2023-05-08 10:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-14,2023-04-21,"SUMEC INTERNATIONAL TECHNOLOGY CO., LTD."
5ab9d465-57cc-4409-bc0d-57c60d192aaa,0720-2340zbzx0083,"Procurement of 0720-2340zbzx0083 Hydrocarck Catalyst of Wax Oil Hydrocarcking Unit for West Pacific Petrochemical Co.,Ltd(1)",2023-04-14,"Hydrocarck Catalyst of Wax Oil Hydrocarcking Unit for West Pacific Petrochemical Co.,Ltd",P,$40,Required field not presented in the source,Dalian,Coordinates delay,China Petroleum Materials Company Limited,Coordinates delay,China Petroleum Materials Company Limited,Coordinates delay,2023-05-11 09:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-14,2023-04-21,China Petroleum Materials Company Limited
06ac074d-0d11-47f4-9c0c-1bd7b99a6d42,0664-2340SUMECA90,Procurement of 0664-2340SUMECA90 Process coner(1),2023-04-14,Process coner,P,Free,Required field not presented in the source,More details in the Chinese version of the tendering document,Coordinates delay,More details in the Chinese version of the tendering document,Coordinates delay,More details in the Chinese version of the tendering document,Coordinates delay,2023-04-21 23:59,Bidding completed,ISO 3166-1 CHN,2023-04-14,2023-04-21,"SUMEC INTERNATIONAL TECHNOLOGY CO., LTD."
9cf93457-8e95-4d80-9e3e-537e4f4c830d,4476-234COESHW099,"Procurement of 4476-234COESHW099 Shenzhen huawei offshore shipping transport co., ltd vessel  purchasing project - High-powerhorse  anchor handling tug supply vessel(1)",2023-04-14,"Shenzhen huawei offshore shipping transport co., ltd vessel  purchasing project - High-powerhorse  anchor handling tug supply vessel",P,$50,Required field not presented in the source,"Beijing,China",Coordinates delay,"RM 201, 2/F, Tadley Plaza Tower A, NO. A1 Waiguanxiejie, An Ding Men Wai, Chaoyang District, Beijing 10011 P.R. CHINA",Coordinates delay,"RM 201, 2/F, Tadley Plaza Tower A, NO. A1 Waiguanxiejie, An Ding Men Wai, Chaoyang District, Beijing 10011 P.R. CHINA",Coordinates delay,2023-05-04 09:00,Bidding completed,ISO 3166-1 CHN,2023-04-14,2023-04-27,China Ocean Engineering Solutions Ltd
83d27232-47ca-4fac-924f-37e12d685ce5,0834-2341SH23A103,"Procurement of 0834-2341SH23A103 M3a ,M3b mirrors of FEL-II beamline(1)",2023-04-14,"M3a ,M3b mirrors of FEL-II beamline",P,$100,Required field not presented in the source,Shanghai,Coordinates delay,"Meeting Room, 2F, Block D, No. 1301, Gonghexin Road, Shanghai",Coordinates delay,"Meeting Room, 2F, Block D, No. 1301, Gonghexin Road, Shanghai",Coordinates delay,2023-05-05 10:30,Bidding completed,ISO 3166-1 CHN,2023-04-14,2023-04-21,"Shanghai CNTC  Tendering Co.,Ltd."
2a41f529-b533-49d6-aade-11ffd1948e55,0664-2340SUMECA73/09,Procurement of 0664-2340SUMECA73/09 Danish multifunctional production line(1),2023-04-13,Danish multifunctional production line,P,$120,Required field not presented in the source,Qingdao city,Coordinates delay,More details in the Chinese version of the tendering document,Coordinates delay,More details in the Chinese version of the tendering document,Coordinates delay,2023-05-09 09:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-13,2023-04-20,"SUMEC INTERNATIONAL TECHNOLOGY CO., LTD."
99e3b39d-ae90-420e-a28b-22a30e064a9f,0675-234JOC103215,Procurement of 0675-234JOC103215 Fully automatic biochemical analyzer and other equipment(1),2023-04-13,Fully automatic biochemical analyzer and other equipment,P,$150,Required field not presented in the source,"Jiangsu Province, China",Coordinates delay,"Bid Opening Hall 1, 14th Floor, High Zone, Building A, Datang Science and Technology Building, No. 56 Yunlongshan Road, Jianye District, Nanjing City",Coordinates delay,"Bid Opening Hall 1, 14th Floor, High Zone, Building A, Datang Science and Technology Building, No. 56 Yunlongshan Road, Jianye District, Nanjing City",Coordinates delay,2023-05-09 09:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-13,2023-04-20,"JOC INTERNATIONAL ENGINEERING CONSULTING CO.,LTD"
7599de35-7418-4409-8c82-c006434f4c77,0628-234004104011,"Procurement of 0628-234004104011 Jiangxi Zhifang International Trade Co., Ltd. introduced the lower ball tube plate gastrointestinal machine project(2)",2023-04-13,"Jiangxi Zhifang International Trade Co., Ltd. introduced the lower ball tube plate gastrointestinal machine project",P,$50,Required field not presented in the source,"Nanchang,Jiangxi",Coordinates delay,"Room 705, Consulting Building, No. 92, North Second Road, Provincial Mansion Courtyard, Nanchang City, Jiangxi Province",Coordinates delay,"Room 705, Consulting Building, No. 92, North Second Road, Provincial Mansion Courtyard, Nanchang City, Jiangxi Province",Coordinates delay,2023-04-23 14:30,Bidding completed,ISO 3166-1 CHN,2023-04-14,2023-04-21,"Jiangxi Machinery &amp; Electric Equipment Tendering Co. , Ltd."
d37089d7-f3ff-4f2e-9701-d0fa6850e752,0687-234020230026,Procurement of 0687-234020230026 Procurement Project of Intra-aortic Balloon Counterpulsation Machine at West China Hospital of Sichuan University(1),2023-04-13,Procurement Project of Intra-aortic Balloon Counterpulsation Machine at West China Hospital of Sichuan University,P,$45,Required field not presented in the source,"Sichuan Province, China",Coordinates delay,"Sichuan International Tendering Co., Ltd. (3rd floor, Building 1, No. 66 Tianfu Fourth Street, High tech Zone, Chengdu, China (Sichuan) Pilot Free Trade Zone)",Coordinates delay,"Sichuan International Tendering Co., Ltd. (3rd floor, Building 1, No. 66 Tianfu Fourth Street, High tech Zone, Chengdu, China (Sichuan) Pilot Free Trade Zone)",Coordinates delay,2023-05-05 13:30,Bidding completed,ISO 3166-1 CHN,2023-04-14,2023-04-21,"Sichuan International Tendering Co.,Ltd."
b714573f-70e0-465c-97a0-571917bb3853,0736-234020230065,Procurement of 0736-234020230065 Magnetic Steel Automatic Cutting Machine(1),2023-04-13,Magnetic Steel Automatic Cutting Machine,P,$50,Required field not presented in the source,changchun,Coordinates delay,Online e-bid opening room of https://etp.faw.cn/,Coordinates delay,Online e-bid opening room of https://etp.faw.cn/,Coordinates delay,2023-05-09 09:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-13,2023-04-20,"Changchun FAW International Tendering Co.,Ltd"
661bb67c-5ab7-43ed-a7e2-9bd73ecf8502,0736-234020230056,Procurement of 0736-234020230056 On-board Satellite Navigation and Positioning System Test System(2),2023-04-13,On-board Satellite Navigation and Positioning System Test System,P,$120,Required field not presented in the source,changchun,Coordinates delay,Online e-bid opening room of https://etp.faw.cn/,Coordinates delay,Online e-bid opening room of https://etp.faw.cn/,Coordinates delay,2023-05-05 10:00,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"Changchun FAW International Tendering Co.,Ltd"
9636ccf2-67f6-41a9-969c-f6f6d8666e07,0736-234020230049,Procurement of 0736-234020230049 FAW Toyota Xinyi Factory Coating Workshop Innovation Technology Introduction Project - Automatic Coating Inspection and Transformation(2),2023-04-13,FAW Toyota Xinyi Factory Coating Workshop Innovation Technology Introduction Project - Automatic Coating Inspection and Transformation,P,$220,Required field not presented in the source,tianjin,Coordinates delay,Online e-bid opening room of https://etp.faw.cn/,Coordinates delay,Online e-bid opening room of https://etp.faw.cn/,Coordinates delay,2023-05-05 13:00,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"Changchun FAW International Tendering Co.,Ltd"
eea25a17-c78f-46fb-b76b-9da35a9a1fea,0675-234JOC103206/02,Procurement of 0675-234JOC103206/02 Ultrasound surgical suction system(1),2023-04-13,Ultrasound surgical suction system,P,$150,Required field not presented in the source,jiangsu,Coordinates delay,"Bid Opening Hall 1, 14th Floor, High Zone, Building A, Datang Science and Technology Building, No. 56 Yunlongshan Road, Jianye District, Nanjing City",Coordinates delay,"Bid Opening Hall 1, 14th Floor, High Zone, Building A, Datang Science and Technology Building, No. 56 Yunlongshan Road, Jianye District, Nanjing City",Coordinates delay,2023-05-05 09:30,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"JOC INTERNATIONAL ENGINEERING CONSULTING CO.,LTD"
fbd7d07f-2709-4dad-9331-f10a303d4fda,0675-234JOC103206/01,Procurement of 0675-234JOC103206/01 Fiber ureterorenoscope(1),2023-04-13,Fiber ureterorenoscope,P,$150,Required field not presented in the source,jiangsu,Coordinates delay,"Bid Opening Hall 1, 14th Floor, High Zone, Building A, Datang Science and Technology Building, No. 56 Yunlongshan Road, Jianye District, Nanjing City",Coordinates delay,"Bid Opening Hall 1, 14th Floor, High Zone, Building A, Datang Science and Technology Building, No. 56 Yunlongshan Road, Jianye District, Nanjing City",Coordinates delay,2023-05-05 09:30,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"JOC INTERNATIONAL ENGINEERING CONSULTING CO.,LTD"
e565a2b7-2fb9-44ff-9e0c-39b91b696d52,4510-2340001B4774,"Procurement of 4510-2340001B4774 manipulator and bolts punch for Taigang Group Lanxian Mining Co., Ltd.(2)",2023-04-13,"manipulator and bolts punch for Taigang Group Lanxian Mining Co., Ltd.",P,$330,Required field not presented in the source,Shanxi Province,Coordinates delay,Baohua Intelligent Bidding Integrated Platform.,Coordinates delay,Bid opening hall on Baohua Intelligent Bidding Integrated Platform,Coordinates delay,2023-05-05 09:00,Bidding completed,ISO 3166-1 CHN,2023-04-14,2023-04-21,"Shanghai Baohua International Tendering Co., Ltd North China branch"
3e84419f-4d14-4b27-9da9-b39ea69b23f2,0632-2340HW1I0443/03,"Procurement of 0632-2340HW1I0443/03 3M Line Assembly Line Procurement Project of Taizhong Group Yuci Hydraulic Industry Co., Ltd(2)",2023-04-13,"3M Line Assembly Line Procurement Project of Taizhong Group Yuci Hydraulic Industry Co., Ltd",P,$115,Required field not presented in the source,"Shanxi Province, China","37.0, 112.0","9th floor, office building, Sunshine City World Financial Center, No. 8 Changxing South Street, Taiyuan, Shanxi Province",Coordinates delay,"9th floor, office building, Sunshine City World Financial Center, No. 8 Changxing South Street, Taiyuan, Shanxi Province",Coordinates delay,2023-05-04 09:30,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"Shanxi Province International Tendering Co., Ltd."
52780082-02a6-4d36-afa3-5ab8758977c5,0632-2340HW1I0443/02,"Procurement of 0632-2340HW1I0443/02 Procurement Project of 2M Assembly Line of Taizhong Group Yuci Hydraulic Industry Co., Ltd(2)",2023-04-13,"Procurement Project of 2M Assembly Line of Taizhong Group Yuci Hydraulic Industry Co., Ltd",P,$115,Required field not presented in the source,"Shanxi Province, China","37.0, 112.0","9th floor, office building, Sunshine City World Financial Center, No. 8 Changxing South Street, Taiyuan, Shanxi Province",Coordinates delay,"9th floor, office building, Sunshine City World Financial Center, No. 8 Changxing South Street, Taiyuan, Shanxi Province",Coordinates delay,2023-05-04 09:30,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"Shanxi Province International Tendering Co., Ltd."
880b4d1f-6a33-49a3-a0ae-dbbf9491c644,0632-2340HW1I0443/01,"Procurement of 0632-2340HW1I0443/01 Procurement Project of 1M Line Assembly Line of Taizhong Group Yuci Hydraulic Industry Co., Ltd(2)",2023-04-13,"Procurement Project of 1M Line Assembly Line of Taizhong Group Yuci Hydraulic Industry Co., Ltd",P,$115,Required field not presented in the source,"Shanxi Province, China","37.0, 112.0","9th floor, office building, Sunshine City World Financial Center, No. 8 Changxing South Street, Taiyuan, Shanxi Province",Coordinates delay,"9th floor, office building, Sunshine City World Financial Center, No. 8 Changxing South Street, Taiyuan, Shanxi Province",Coordinates delay,2023-05-04 09:30,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"Shanxi Province International Tendering Co., Ltd."
c8d1c498-5094-4ed2-8728-bdef1c97518a,0664-2340SUMECA85,Procurement of 0664-2340SUMECA85 Process coner(1),2023-04-13,Process coner,P,Free,Required field not presented in the source,More details in the Chinese version of the tendering document,Coordinates delay,More details in the Chinese version of the tendering document,Coordinates delay,More details in the Chinese version of the tendering document,Coordinates delay,2023-04-20 23:59,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"SUMEC INTERNATIONAL TECHNOLOGY CO., LTD."
bb97e0c7-0756-4cf7-b659-948b8a927f09,1344-2340JHWZ0015,Procurement of 1344-2340JHWZ0015 Procurement of Rectangular Flowmeter of PetroChina Jilin Petrochemical Company(2),2023-04-13,Procurement of Rectangular Flowmeter of PetroChina Jilin Petrochemical Company,P,$70,Required field not presented in the source,Jilin province PRC.,Coordinates delay,www.ebnew.com,Coordinates delay,www.ebnew.com,Coordinates delay,2023-05-10 13:30,Bidding yet to start,ISO 3166-1 CHN,2023-04-13,2023-04-20,"have the right to verify the commitment/screenshot. If false commitment is found, the bid will be invalid, and the Tenderee has the right to investigate its responsibility."
e06573ab-0217-4e97-9756-c3594710a2fc,0811-234DSITC0636,Procurement of 0811-234DSITC0636 Electronic duodenoscopy and host(1),2023-04-13,Electronic duodenoscopy and host,P,$100,Required field not presented in the source,"Shanghai,China",Coordinates delay,"10th Floor, Shenghua Finance Tower, No.1 Ningbo Road , Shanghai , P.R. China",Coordinates delay,"10th Floor, Shenghua Finance Tower, No.1 Ningbo Road , Shanghai , P.R. China",Coordinates delay,2023-05-08 11:00,Bidding yet to start,ISO 3166-1 CHN,2023-04-13,2023-04-20,"Shanghai Dongsong Healthcare &amp; Technology Co.,Ltd."
61319d5c-c19e-4eb1-bf5d-fc8316fdd60f,0730-234011020006/65,Procurement of 0730-234011020006/65 Excimer UV Processor(1),2023-04-13,Excimer UV Processor,P,$600,Required field not presented in the source,"No.6999, Xiang'an West Rd, Torch Hi-tech Zone(Xiang'an) Industrial District, Xia",Coordinates delay,bid.aited.cn,Coordinates delay,bid.aited.cn,Coordinates delay,2023-05-05 09:30,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"AVIC International Trade &amp; Economic Development ., LTD"
422f63ed-8d3c-4bbd-b201-6518644341a4,4080-234GSZB23413,"Procurement of 4080-234GSZB23413 Zhongshan Shengdi Clothing Co., Ltd. Procurement of Island Precision Computer Horizontal Knitting Machine Project(1)",2023-04-13,"Zhongshan Shengdi Clothing Co., Ltd. Procurement of Island Precision Computer Horizontal Knitting Machine Project",P,$400,Required field not presented in the source,Guangzhou Avenue North 520 good,Coordinates delay,"Room 1202, Zhongchuang Yingke building, 520 Guangzhou Avenue North,",Coordinates delay,"Room 1202, Zhongchuang Yingke building, 520 Guangzhou Avenue North,",Coordinates delay,2023-04-21 23:59,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-21,"Guo Sheng Bidding Project Management consulting (Guangzhou)co. , LTD"
5d122b15-c671-45bb-8fa9-b290d9a94b02,4197-214BOEMY0001/163,Procurement of 4197-214BOEMY0001/163 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(2),2023-04-13,BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project,P,$250,Required field not presented in the source,"Sichuan,P.R.China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,2023-05-05 10:00,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"China Electronics Commerce (Beijing) Co., Ltd"
5685d085-7fc1-4eb6-a80c-c83f171c7ed2,4197-214BOEMY0001/162,Procurement of 4197-214BOEMY0001/162 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(2),2023-04-13,BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project,P,$250,Required field not presented in the source,"Sichuan,P.R.China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,2023-05-05 10:00,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"China Electronics Commerce (Beijing) Co., Ltd"
4319691b-664f-4e1c-a476-2e68fe29ce81,4197-214BOEMY0001/161,Procurement of 4197-214BOEMY0001/161 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(2),2023-04-13,BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project,P,$500,Required field not presented in the source,"Sichuan,P.R.China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,2023-05-05 10:00,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"China Electronics Commerce (Beijing) Co., Ltd"
680f3a5f-7369-4e24-9378-5116f072db77,4197-214BOEMY0001/160,Procurement of 4197-214BOEMY0001/160 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(2),2023-04-13,BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project,P,$500,Required field not presented in the source,"Sichuan,P.R.China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,2023-05-05 10:00,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"China Electronics Commerce (Beijing) Co., Ltd"
f9b58d37-d08c-46ad-aa7b-c477522527bb,4197-214BOEMY0001/159,Procurement of 4197-214BOEMY0001/159 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(2),2023-04-13,BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project,P,$500,Required field not presented in the source,"Sichuan,P.R.China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,2023-05-05 10:00,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"China Electronics Commerce (Beijing) Co., Ltd"
f54fc827-5e5e-4350-80f5-c441aa614b58,4197-214BOEMY0001/158,Procurement of 4197-214BOEMY0001/158 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(2),2023-04-13,BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project,P,$500,Required field not presented in the source,"Sichuan,P.R.China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,2023-05-05 10:00,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"China Electronics Commerce (Beijing) Co., Ltd"
0376a5c6-f28f-4329-8f68-9e515164d7c8,4197-214BOEMY0001/157,Procurement of 4197-214BOEMY0001/157 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(2),2023-04-13,BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project,P,$250,Required field not presented in the source,"Sichuan,P.R.China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,2023-05-05 10:00,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"China Electronics Commerce (Beijing) Co., Ltd"
d19bae3a-8ab2-4fea-900f-2691917654a8,4197-214BOEMY0001/156,Procurement of 4197-214BOEMY0001/156 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(2),2023-04-13,BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project,P,$250,Required field not presented in the source,"Sichuan,P.R.China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,2023-05-05 10:00,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"China Electronics Commerce (Beijing) Co., Ltd"
f206173c-dad1-4b14-a66b-b51e655bd136,4197-214BOEMY0001/155,Procurement of 4197-214BOEMY0001/155 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(2),2023-04-13,BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project,P,$250,Required field not presented in the source,"Sichuan,P.R.China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,2023-05-05 10:00,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"China Electronics Commerce (Beijing) Co., Ltd"
b391249f-2e74-4216-8064-85f86e40f085,4197-214BOEMY0001/154,Procurement of 4197-214BOEMY0001/154 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(2),2023-04-13,BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project,P,$3250,Required field not presented in the source,"Sichuan,P.R.China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,"CECOM Meeting Room, Building A, 17 Fuxing Road, Haidian District, Beijing, P. R. China",Coordinates delay,2023-05-05 10:00,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"China Electronics Commerce (Beijing) Co., Ltd"
4772f5cb-e273-4f14-8c5d-75fd501c7db0,1225-2340AGZB0104,Procurement of 1225-2340AGZB0104 Surface Detector(1),2023-04-13,Surface Detector,P,$44,Required field not presented in the source,LIAONING,Coordinates delay,"Ansteel Tendering Co., Ltd.",Coordinates delay,"Ansteel Tendering Co., Ltd.",Coordinates delay,2023-05-05 08:30,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,Ansteel Tendering Company Limited
52aeaf3d-a3f4-4b97-a7ad-a0e65f6fce3c,0826-234023040180,Procurement of 0826-234023040180 Zhijiang Laboratory Multi chamber Magnetron sputtering Equipment International Bidding Project(1),2023-04-13,Zhijiang Laboratory Multi chamber Magnetron sputtering Equipment International Bidding Project,P,$80,Required field not presented in the source,"Zhejiang Province, China",Coordinates delay,"Room 1702, 17th Floor, West Building, Modern Real Estate Building, No. 42 Wenhui Road, Hangzhou City, China. Bid Opening Room 2",Coordinates delay,"Room 1702, 17th Floor, West Building, Modern Real Estate Building, No. 42 Wenhui Road, Hangzhou City, China. Bid Opening Room 2",Coordinates delay,2023-05-05 14:00,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"Co., Ltd. (hereinafter referred to as ""the Bidding Agency"") invites qualified bidders to submit sealed bids for the goods and related services of the multi chamber Magnetron sputtering equipment international bidding project. Name, quantity and main technical specifications of the bidding goods: multi chamber Magnetron sputtering equipment, 1 set (see Chapter VIII of the bidding document for details)."
a4d30144-a20a-4639-842a-4d36889e4492,0712-234022303018,Procurement of 0712-234022303018 Oxygen on-off valve 16 sets for Sinopec Anqing Petrochemical Company(1),2023-04-13,Oxygen on-off valve 16 sets for Sinopec Anqing Petrochemical Company,P,$40,Required field not presented in the source,"Anhui Province, China",Coordinates delay,"6/F Jincheng Building, No.216 Longpan Mid-road, Qinhuai District, Nanjing",Coordinates delay,"6/F Jincheng Building, No.216 Longpan Mid-road, Qinhuai District, Nanjing",Coordinates delay,2023-05-05 09:00,Bidding completed,ISO 3166-1 CHN,2023-04-13,2023-04-20,"Sinopec International Co.,Ltd."
