$id,$type,id,vendorIdentifier,vendorName,contractId,contractName,projectEngineerManagerName,districtCode,districtDescription,countyCode,countyDescription,active,primeProjectId,federalAidProjectId,description,contractType,contractTypeDescription,minContractTypeDescription,projectTypeDescription,projectWorkTypeDescription,projectMixDescription,plannedProgramDescription,daysUsed,originalContractDays,holidays,totalTimeAdded,totalWeatherDays,tropicalWeatherAmount,weatherTypeOne,weatherTypeTwo,fundingType,categoryCode,categoryDescription,conventional,gisLink,mapUrl,workBeginDate,lettingLocation,hasEstimate,contractStatus,adjustedContractDays,currentContractDays,originalContractAmount,currentContractAmount,changeOrderAmount,estimatePaidToDate,percentChangeInDollar,percentChangeInTime,numberOfDaysFromFinalAcceptance,lettingDate,awardDate,executedDate,timeBeganDate,finalAcceptedDate,startDate,estimatedCompletion,residentEngineerName,residentOffice,projectAdministratorName,pendingAmount
11031270,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999540,F202045800,"MASCI GENERAL CONTRACTORS, INC",,T5742,"Montoya, Esther",05,FIFTH,70,BREVARD,True,43612515201,D521037B,I-95 ON RAMPS (FAO)70220000,CC,CC-Const Contract,Construction Contracts,C,X4-Widening & Resurfacing,ADD LEFT TURN LANE(S),,0.0,250.0,0,0,0,0.0,0.0,0.0,Federal,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,,CENT,False,EXECUTED,0,250,4343700.56,4343700.56,0.0,0.0,0.0,0.0,0,2022-02-23T00:00:00Z,2022-03-15T00:00:00Z,2022-03-23T00:00:00Z,,,2022-03-23T00:00:00Z,2022-11-28T00:00:00Z,,,,0.0
11031271,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999541,F980461222,OHLA USA INC,,T5741,"Marcoux, Robert",05,FIFTH,70,BREVARD,True,44288215201,D520099B,SR 500 (FAO)70050000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,81.0,320.0,4,9,5,0.0,0.0,5.0,Federal,G,$10M - $15M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2022-04-29T00:00:00Z,CENT,True,WORK BEGUN,9,329,10188000.0,10188000.0,0.0,1120148.15,0.0,0.0,0,2022-01-26T00:00:00Z,2022-02-15T00:00:00Z,2022-03-01T00:00:00Z,2022-04-28T00:00:00Z,,2022-04-29T00:00:00Z,2023-04-19T00:00:00Z,,,,0.0
11031272,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999542,F591858994,"TRAFFIC CONTROL DEVICES, LLC",,T5740,"Coe, Frederick",05,FIFTH,79,VOLUSIA,True,43898215201,D521043B,SR 5 (US 1) (FAO)79030000,CC,CC-Const Contract,Construction Contracts,C,X7-Traffic Operations,TRAFFIC SIGNAL UPDATE,,2.0,300.0,0,0,0,0.0,0.0,0.0,Federal,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2022-08-22T00:00:00Z,CENT,True,WORK BEGUN,0,300,2406406.0,2458407.28,52001.28,131051.56,0.02,0.0,0,2022-01-26T00:00:00Z,2022-03-01T00:00:00Z,2022-03-11T00:00:00Z,2022-08-06T00:00:00Z,,2022-08-22T00:00:00Z,2023-06-20T00:00:00Z,,,,0.0
11031273,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999543,F592147362,"V.A. PAVING, INC.",,T5738,"Montoya, Esther",05,FIFTH,75,ORANGE,True,44290915201,D521021B,SR 520 (FAO)75140000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,149.0,270.0,4,9,5,0.0,0.0,5.0,Federal,F,$5M - $10M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2022-04-11T00:00:00Z,CENT,True,WORK BEGUN,9,279,9861239.2,9861239.2,0.0,1985112.41,0.0,0.0,0,2021-12-08T00:00:00Z,2022-01-03T00:00:00Z,2022-01-18T00:00:00Z,2022-03-17T00:00:00Z,,2022-04-11T00:00:00Z,2023-02-02T00:00:00Z,,,,0.0
11031274,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999544,F980461222,OHLA USA INC,,T5737,"Montoya, Esther",05,FIFTH,70,BREVARD,True,44288115201,D521045B,SR 518 (FAO)70120000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,9.0,140.0,30,30,0,0.0,0.0,0.0,Federal,D,$1M - $2M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,,CENT,True,EXECUTED,30,170,1605047.59,1605047.59,0.0,37155.42,0.0,0.0,0,2021-12-08T00:00:00Z,2022-01-03T00:00:00Z,2022-01-18T00:00:00Z,2022-08-14T00:00:00Z,,2022-08-14T00:00:00Z,2023-01-09T00:00:00Z,,,,0.0
11031275,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999545,F264318212,"CARR CONSTRUCTION, LLC",,T5746,"Marcoux, Robert",05,FIFTH,70,BREVARD,True,43915715201,D522027B,SR 3 (N COURTENAY PKWY) (FAO)70140000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,MISCELLANEOUS CONSTRUCTION,,0.0,200.0,0,0,0,0.0,0.0,0.0,Federal,D,$1M - $2M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,,CENT,False,NTP ISSUED,0,200,1480639.99,1480639.99,0.0,0.0,0.0,0.0,0,2022-05-25T00:00:00Z,2022-06-14T00:00:00Z,2022-06-27T00:00:00Z,,,2022-06-27T00:00:00Z,2023-01-13T00:00:00Z,,,,0.0
11031276,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999546,F202045800,"MASCI GENERAL CONTRACTORS, INC",,T5736,"Oakes, Jeff",05,FIFTH,77,SEMINOLE,True,41503065201,D520104B,SR 426/CR 419 (FAO)77060000,CC,CC-Const Contract,Construction Contracts,C,X4-Widening & Resurfacing,ADD LANES & RECONSTRUCT,,161.0,640.0,5,28,23,0.0,0.0,23.0,Federal,H,Over $15M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2022-01-03T00:00:00Z,CENT,True,NTP ISSUED,28,668,19997789.33,19997789.33,0.0,4984219.79,0.0,0.0,0,2021-05-26T00:00:00Z,2021-06-15T00:00:00Z,2021-06-29T00:00:00Z,2022-01-03T00:00:00Z,,2022-01-03T00:00:00Z,2023-11-09T00:00:00Z,,,,0.0
11031277,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999547,F591233559,"HALIFAX PAVING, INC.",,T5733,"Coe, Frederick",05,FIFTH,79,VOLUSIA,True,44381515201,D521015B,SR 40 (FAO)79100000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,162.0,290.0,34,57,3,0.0,0.0,3.0,Federal,F,$5M - $10M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2022-02-14T00:00:00Z,CENT,True,WORK BEGUN,57,347,7387943.39,7571024.79,183081.4,4486151.74,0.02,0.0,0,2021-10-27T00:00:00Z,2021-11-17T00:00:00Z,2021-12-03T00:00:00Z,2022-02-03T00:00:00Z,,2022-02-14T00:00:00Z,2023-01-03T00:00:00Z,,,,0.0
11031278,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999548,F592098662,"RANGER CONSTRUCTION INDUSTRIES, INC.",,T5732,"Madrid, Karen",05,FIFTH,11,LAKE,True,44359215201,D521014B,SR 500 (FAO)11010000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,183.0,190.0,11,32,21,0.0,0.0,21.0,Federal,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2022-01-16T00:00:00Z,CENT,True,WORK BEGUN,32,222,4349607.56,4377854.71,28247.15,2918886.14,0.01,0.0,0,2021-09-29T00:00:00Z,2021-11-02T00:00:00Z,2021-11-17T00:00:00Z,2022-01-16T00:00:00Z,,2022-01-16T00:00:00Z,2022-08-29T00:00:00Z,,,,0.0
11031279,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999549,F581401468,PREFERRED MATERIALS INC.,,T5729,"Marcoux, Robert",05,FIFTH,70,BREVARD,True,43565715201,D521018B,SR 5 (US 1) (FAO)70010000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,0.0,350.0,0,0,0,0.0,0.0,0.0,Federal,G,$10M - $15M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,,CENT,False,NTP ISSUED,0,350,10638247.63,10638247.63,0.0,0.0,0.0,0.0,0,2022-04-27T00:00:00Z,2022-05-17T00:00:00Z,2022-05-25T00:00:00Z,,,2022-05-25T00:00:00Z,2023-05-10T00:00:00Z,,,,0.0
11031280,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999550,F591742990,"SOUTHLAND CONSTRUCTION, INC.",,T5728,"Daley, Carlton",05,FIFTH,92,OSCEOLA,True,44395815201,D521013B,SR 400 (I-4) (FAO)92130000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,273.0,600.0,18,51,33,0.0,0.0,33.0,Federal,H,Over $15M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2021-11-22T00:00:00Z,CENT,True,WORK BEGUN,51,651,34499999.99,34499999.99,0.0,14072786.75,0.0,0.0,0,2021-08-25T00:00:00Z,2021-09-14T00:00:00Z,2021-09-23T00:00:00Z,2021-11-20T00:00:00Z,,2021-11-22T00:00:00Z,2023-08-31T00:00:00Z,,,,0.0
11031281,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999551,F202045800,"MASCI GENERAL CONTRACTORS, INC",,T5727,"Raney, Michael",05,FIFTH,79,VOLUSIA,True,44381315201,D521041B,SR 5 (US 1) (FAO)79010000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,182.0,250.0,22,28,6,0.0,0.0,6.0,Federal,F,$5M - $10M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2022-02-21T00:00:00Z,CENT,True,WORK BEGUN,28,278,6972041.32,6972041.32,0.0,4062600.29,0.0,0.0,0,2021-11-17T00:00:00Z,2021-12-07T00:00:00Z,2021-12-14T00:00:00Z,2022-02-21T00:00:00Z,,2022-02-21T00:00:00Z,2022-12-03T00:00:00Z,,,,0.0
11031282,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999552,F264318212,"CARR CONSTRUCTION, LLC",,T5726,"Giarmo, Lauren",05,FIFTH,70,BREVARD,True,44354415201,D520101B,SR A1A- BDI Contract (FAO)70060000,CC,CC-Const Contract,Construction Contracts,C,Z-Other,SAFETY PROJECT,,0.0,120.0,0,0,0,0.0,0.0,0.0,Federal,D,$1M - $2M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,,CENT,False,NTP ISSUED,0,120,1057649.67,1057649.67,0.0,0.0,0.0,0.0,0,2022-03-30T00:00:00Z,2022-04-19T00:00:00Z,2022-04-26T00:00:00Z,,,2022-04-26T00:00:00Z,2022-08-24T00:00:00Z,,,,0.0
11031283,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999553,F591233559,"HALIFAX PAVING, INC.",,T5725,"Coe, Frederick",05,FIFTH,79,VOLUSIA,True,44351215201,D521004B,SR A1A (FAO)79080000,CC,CC-Const Contract,Construction Contracts,C,Z-Other,SAFETY PROJECT,,0.0,170.0,0,0,0,0.0,0.0,0.0,Federal,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,,CENT,False,NTP ISSUED,0,170,4062452.88,4062452.88,0.0,0.0,0.0,0.0,0,2022-06-15T00:00:00Z,2022-07-06T00:00:00Z,2022-07-20T00:00:00Z,,,2022-07-20T00:00:00Z,2023-01-06T00:00:00Z,,,,0.0
11031284,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999554,F591158596,"ORION MARINE CONSTRUCTION, INC.",,T5735,"Montoya, Esther",05,FIFTH,70,BREVARD,True,44042415201,NASA002A,NASA CAUSEWAY (FAO)70001000,CC,CC-Const Contract,Construction Contracts,C,X5-Bridge Construction,BRIDGE REPLACEMENT,,246.0,1425.0,14,34,20,0.0,0.0,20.0,Federal,H,Over $15M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2021-12-13T00:00:00Z,CENT,True,WORK BEGUN,34,1459,124644690.27,125873897.81,1229207.54,27076189.83,0.01,0.0,0,2021-08-25T00:00:00Z,2021-09-28T00:00:00Z,2021-10-14T00:00:00Z,2021-12-12T00:00:00Z,,2021-12-13T00:00:00Z,2025-12-29T00:00:00Z,,,,0.0
11031285,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999555,F591683951,"C.W. ROBERTS CONTRACTING, INC.",,T5747,"Larkin, Denise",05,FIFTH,36,MARION,True,43366115201,D521017B,SR 40 AND US 441 (FAO)36030000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,TRAFFIC OPS IMPROVEMENT,,0.0,280.0,0,0,0,0.0,0.0,0.0,Federal,F,$5M - $10M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,,CENT,False,NTP ISSUED,0,280,6696977.51,6696977.51,0.0,0.0,0.0,0.0,0,2022-05-25T00:00:00Z,2022-06-14T00:00:00Z,2022-06-27T00:00:00Z,,,2022-06-27T00:00:00Z,2023-04-03T00:00:00Z,,,,0.0
11031286,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999556,F593044703,CHINCHOR ELECTRIC INC.,,T5754,"Larkin, Denise",05,FIFTH,36,MARION,True,43636125201,D522031B,ITS OPERATIONAL SUPPORT (FAO)Midpoint,CC,CC-Const Contract,Construction Contracts,C,X7-Traffic Operations,ITS COMMUNICATION SYSTEM,,0.0,90.0,0,0,0,0.0,0.0,0.0,Federal,B,$250K - $500K,True,False,https://data.fdot.gov/road/projects/#/ContractId=,2022-08-18T00:00:00Z,CENT,False,WORK BEGUN,0,90,487356.03,487356.03,0.0,0.0,0.0,0.0,0,2022-03-30T00:00:00Z,2022-04-19T00:00:00Z,2022-04-22T00:00:00Z,2022-08-18T00:00:00Z,,2022-08-18T00:00:00Z,2022-11-16T00:00:00Z,,,,0.0
11031287,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999557,F592098662,"RANGER CONSTRUCTION INDUSTRIES, INC.",,T5755,"Larkin, Denise",05,FIFTH,36,MARION,True,44568715201,D521088B,SR 45 (FAO)36060000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,SAFETY PROJECT,,0.0,130.0,0,0,0,0.0,0.0,0.0,Federal,D,$1M - $2M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,,CENT,False,NTP ISSUED,0,130,1071415.31,1071415.31,0.0,0.0,0.0,0.0,0,2022-06-15T00:00:00Z,2022-07-06T00:00:00Z,2022-07-20T00:00:00Z,,,2022-07-20T00:00:00Z,2022-11-27T00:00:00Z,,,,0.0
11031288,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999558,F591115297,"GENERAL ASPHALT COMPANY, LLC",,T6534,"Sabbag, Tony",06,SIXTH,90,MONROE,True,44389515201,D621065B,SR 5/OVERSEAS HWY90030000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,84.0,360.0,4,9,5,0.0,0.0,5.0,Federal,F,$5M - $10M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2022-04-25T00:00:00Z,CENT,True,WORK BEGUN,9,369,6302707.28,6302707.28,0.0,2379392.49,0.0,0.0,0,2022-01-26T00:00:00Z,2022-02-15T00:00:00Z,2022-02-24T00:00:00Z,2022-04-23T00:00:00Z,,2022-04-25T00:00:00Z,2023-05-23T00:00:00Z,,,,0.0
11031289,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999559,F843316177,"FLORIDA SIGNAL & LIGHTING CONTRACTORS, INC.",,T6527,"Johnson, Colin",06,SIXTH,87,MIAMI-DADE,True,44017915201,D621011B,SR 909 (W DIXIE HWY) AND SR 915 (NE 6 AVE)87190000,CC,CC-Const Contract,Construction Contracts,C,X8-Miscellaneous Construction,LIGHTING,,7.0,146.0,0,0,0,0.0,0.0,0.0,Federal,C,$500K - $1M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2022-07-11T00:00:00Z,CENT,True,WORK BEGUN,0,146,524833.99,524833.99,0.0,9849.16,0.0,0.0,0,2021-09-29T00:00:00Z,2021-10-19T00:00:00Z,2021-11-08T00:00:00Z,2022-07-11T00:00:00Z,,2022-07-11T00:00:00Z,2022-12-11T00:00:00Z,,,,0.0
11031290,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999560,F472761317,"BACALLAO CONSTRUCTION & ENGINEERING DEVELOPMENT, LLC D/B/A B",,T6519,"Badri, Dru",06,SIXTH,87,MIAMI-DADE,True,43476835201,D621021B,SR 932/NW 103 ST/W 49TH ST87038000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,0.0,300.0,0,0,0,0.0,0.0,0.0,Federal,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,,CENT,False,NTP ISSUED,0,300,3487286.62,3487286.62,0.0,0.0,0.0,0.0,0,2022-01-26T00:00:00Z,2022-02-15T00:00:00Z,2022-03-04T00:00:00Z,,,2022-03-04T00:00:00Z,2022-12-29T00:00:00Z,,,,0.0
11031291,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999561,F590753039,"WEEKLEY ASPHALT PAVING, INC.",,T6518,"Johnson, Colin",06,SIXTH,87,MIAMI-DADE,True,42918635201,D621013B,SR 817 (NW 27 AVE)87019000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,0.0,300.0,0,0,0,0.0,0.0,0.0,Federal,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2022-07-25T00:00:00Z,CENT,False,WORK BEGUN,0,300,2919079.07,2919079.07,0.0,0.0,0.0,0.0,0,2021-12-08T00:00:00Z,2022-01-11T00:00:00Z,2022-01-25T00:00:00Z,2022-07-25T00:00:00Z,,2022-07-25T00:00:00Z,2023-05-21T00:00:00Z,,,,0.0
11031292,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999562,F591115297,"GENERAL ASPHALT COMPANY, LLC",,T6516,"Garzia, John Michael",06,SIXTH,87,MIAMI-DADE,True,43998115201,D621016B,SR 924/NW 119 ST/GRATIGNY RD87300000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,116.0,360.0,3,20,17,0.0,0.0,17.0,Federal,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2022-03-24T00:00:00Z,CENT,True,WORK BEGUN,20,380,4166383.11,4166383.11,0.0,1644243.74,0.0,0.0,0,2021-10-27T00:00:00Z,2021-12-02T00:00:00Z,2021-12-09T00:00:00Z,2022-03-24T00:00:00Z,,2022-03-24T00:00:00Z,2023-04-23T00:00:00Z,,,,0.0
11031293,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999563,F454767314,"ROADWAY CONSTRUCTION, LLC",,T6515,"Fundora, Jonathan",06,SIXTH,87,MIAMI-DADE,True,43274845201,D621018B,SR 933 (NW 12 AVE).87085000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING - RIDE ONLY,,0.0,240.0,0,0,0,0.0,0.0,0.0,Federal,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,,CENT,True,NTP ISSUED,0,240,2455464.86,2455464.86,0.0,75085.92,0.0,0.0,0,2022-03-30T00:00:00Z,2022-05-03T00:00:00Z,2022-05-17T00:00:00Z,,,2022-05-17T00:00:00Z,2023-01-12T00:00:00Z,,,,0.0
11031294,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999564,F204076160,"ASPHALT GROUP, INC.",,T6514,"Garzia, John Michael",06,SIXTH,87,MIAMI-DADE,True,44462215201,D622002B,SR 112 (I-195) (JULIA TUTTLE CSWY) AND SR 907 (ALTON RD)87004000,CC,CC-Const Contract,Construction Contracts,C,X8-Miscellaneous Construction,MISCELLANEOUS CONSTRUCTION,,0.0,450.0,0,0,0,0.0,0.0,0.0,Federal,G,$10M - $15M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,,CENT,False,NTP ISSUED,0,450,12567170.5,12567170.5,0.0,0.0,0.0,0.0,0,2022-04-27T00:00:00Z,2022-05-17T00:00:00Z,2022-05-27T00:00:00Z,,,2022-05-27T00:00:00Z,2023-08-20T00:00:00Z,,,,0.0
11031295,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999565,F591115297,"GENERAL ASPHALT COMPANY, LLC",,T6513,"Hoffman, George",06,SIXTH,87,MIAMI-DADE,True,43998615201,D621057B,SR 5 (US 1)87020000,CC,CC-Const Contract,Construction Contracts,C,X8-Miscellaneous Construction,INTERSECTION IMPROVEMENT,,0.0,240.0,0,0,0,0.0,0.0,0.0,Federal,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,,CENT,True,NTP ISSUED,0,240,2569127.54,2569127.54,0.0,45739.18,0.0,0.0,0,2022-03-30T00:00:00Z,2022-05-03T00:00:00Z,2022-05-16T00:00:00Z,,,2022-05-16T00:00:00Z,2023-01-11T00:00:00Z,,,,0.0
11031296,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999566,F592318360,"PRINCE CONTRACTING, LLC.",,T6511,"Hoffman, George",06,SIXTH,87,MIAMI-DADE,True,42325155201,D620056B,SR 25 (OKEECHOBEE RD)87090000,CC,CC-Const Contract,Construction Contracts,C,X2-Reconstruction,ADD LANES & REHABILITATE PVMNT,,77.0,1400.0,3,8,5,0.0,0.0,5.0,Federal,H,Over $15M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2022-05-02T00:00:00Z,CENT,True,WORK BEGUN,8,1408,105568925.0,105568925.0,0.0,12493918.7,0.0,0.0,0,2021-10-27T00:00:00Z,2021-12-02T00:00:00Z,2021-12-20T00:00:00Z,2022-05-02T00:00:00Z,,2022-05-02T00:00:00Z,2026-04-06T00:00:00Z,,,,0.0
11031297,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999567,F208608887,AUM CONSTRUCTION INC.,,T6509,"Johnson, Colin",06,SIXTH,87,MIAMI-DADE,True,43992015201,D620072B,SR 7 (NW 2ND AVE)87140000,CC,CC-Const Contract,Construction Contracts,C,X8-Miscellaneous Construction,INTERSECTION IMPROVEMENT,,56.0,180.0,3,7,4,0.0,0.0,4.0,Federal,C,$500K - $1M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2022-05-23T00:00:00Z,CENT,True,WORK BEGUN,7,187,777777.0,777777.0,0.0,238375.74,0.0,0.0,0,2021-05-26T00:00:00Z,2021-06-15T00:00:00Z,2021-06-29T00:00:00Z,2022-05-23T00:00:00Z,,2022-05-23T00:00:00Z,2022-12-24T00:00:00Z,,,,0.0
11031298,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999568,F204804098,"HALLEY ENGINEERING CONTRACTORS, INC.",,T6508,"Johnson, Colin",06,SIXTH,87,MIAMI-DADE,True,42325125201,D621008B,SR 25 (OKEECHOBEE RD)87090000,CC,CC-Const Contract,Construction Contracts,C,X2-Reconstruction,ADD LANES & RECONSTRUCT,,140.0,900.0,3,7,4,0.0,0.0,4.0,Federal,H,Over $15M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2022-02-28T00:00:00Z,CENT,True,WORK BEGUN,7,907,42480179.72,42480179.72,0.0,14488809.59,0.0,0.0,0,2021-07-28T00:00:00Z,2021-08-31T00:00:00Z,2021-09-14T00:00:00Z,2022-02-28T00:00:00Z,,2022-02-28T00:00:00Z,2024-09-20T00:00:00Z,,,,0.0
11031299,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999569,F204804098,"HALLEY ENGINEERING CONTRACTORS, INC.",,T6506,"Fundora, Jonathan",06,SIXTH,87,MIAMI-DADE,True,42934135201,D620053B,SR 994 (QUAIL ROOST DR)87091000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,308.0,380.0,11,11,0,0.0,0.0,0.0,Federal,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2021-09-13T00:00:00Z,CENT,True,WORK BEGUN,11,391,4055840.74,4055840.74,0.0,3914805.37,0.0,0.0,0,2021-03-31T00:00:00Z,2021-05-04T00:00:00Z,2021-05-12T00:00:00Z,2021-09-13T00:00:00Z,,2021-09-13T00:00:00Z,2022-11-02T00:00:00Z,,,,0.0
11031300,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999570,F591115297,"GENERAL ASPHALT COMPANY, LLC",,T6504,"Badri, Dru",06,SIXTH,87,MIAMI-DADE,True,42918525201,D621004B,SR 9 (NW 27 AVE)87240000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,0.0,450.0,0,0,0,0.0,0.0,0.0,Federal,F,$5M - $10M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,,CENT,True,NTP ISSUED,0,450,5189595.2,5189595.2,0.0,30555.0,0.0,0.0,0,2021-05-26T00:00:00Z,2021-06-15T00:00:00Z,2021-06-23T00:00:00Z,,,2021-06-23T00:00:00Z,2022-09-16T00:00:00Z,,,,0.0
11031301,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999571,F980461222,OHLA USA INC,,T6496,"Lledo, Francisco",06,SIXTH,87,MIAMI-DADE,True,44182715201,D621002B,SR 5 (S DIXIE HWY)87020000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,RESURFACING,,191.0,218.0,3,25,22,0.0,0.0,22.0,Federal,F,$5M - $10M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,2022-01-10T00:00:00Z,CENT,True,WORK BEGUN,25,243,5245136.4,5218726.35,-26410.05,4499038.88,-0.01,0.0,0,2021-03-31T00:00:00Z,2021-05-04T00:00:00Z,2021-05-18T00:00:00Z,2022-01-10T00:00:00Z,,2022-01-10T00:00:00Z,2022-09-20T00:00:00Z,,,,0.0
11031302,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999572,F590753039,"WEEKLEY ASPHALT PAVING, INC.",,T6494,"Garzia, John Michael",06,SIXTH,87,MIAMI-DADE,True,42752125201,D621052B,SR 922 AND SR 90987066000,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,INTERSECTION IMPROVEMENT,,0.0,320.0,0,0,0,0.0,0.0,0.0,Federal,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,,CENT,False,NTP ISSUED,0,320,4221888.31,4221888.31,0.0,0.0,0.0,0.0,0,2022-01-26T00:00:00Z,2022-03-01T00:00:00Z,2022-03-15T00:00:00Z,,,2022-03-15T00:00:00Z,2023-01-29T00:00:00Z,,,,0.0
11031303,"SCO.Construction.Models.Domain.Contract, SCO.Construction",999573,F650434021,"HORIZON CONTRACTORS, INC.",,T6461,"Garzia, John Michael",06,SIXTH,87,MIAMI-DADE,True,43647915201,D621005B,SR 934 (NW 74 ST)87000554,CC,CC-Const Contract,Construction Contracts,C,X3-Resurfacing,INTERSECTION IMPROVEMENT,,0.0,500.0,0,0,0,0.0,0.0,0.0,Federal,E,$2M - $5M,True,True,https://data.fdot.gov/road/projects/#/ContractId=,,CENT,True,NTP ISSUED,0,500,3699999.99,3699999.99,0.0,221718.36,0.0,0.0,0,2021-09-29T00:00:00Z,2021-10-19T00:00:00Z,2021-11-01T00:00:00Z,,,2021-11-01T00:00:00Z,2023-03-16T00:00:00Z,,,,0.0
